Source,Target,Type,Id,Weight
voenkorKotenok,Andrafanaslive,Directed,13874,3
obshina_ru,Andrafanaslive,Directed,13905,145
ordinaryczarizm,Andrafanaslive,Directed,13917,5
Sladkov_plus,RtrDonetsk,Directed,13925,111
epoddubny,Andrafanaslive,Directed,13927,10
aleksandr_skif,Andrafanaslive,Directed,13938,8
juchkovsky,Andrafanaslive,Directed,13972,1
wargonzo,Andrafanaslive,Directed,14025,3
Andrafanaslive,Andrafanaslive,Directed,14089,4
Sladkov_plus,Andrafanaslive,Directed,14090,1
vladlentatarsky,RtrDonetsk,Directed,14101,16
dva_majors,Andrafanaslive,Directed,14122,1
rusich_army,Andrafanaslive,Directed,14162,1
epoddubny,RtrDonetsk,Directed,14163,64
sashakots,Sladkov_plus,Directed,14261,8
epoddubny,Sladkov_plus,Directed,14269,5
aleksandr_skif,Sladkov_plus,Directed,14276,8
voenkorKotenok,Sladkov_plus,Directed,14300,8
Sladkov_plus,Sladkov_plus,Directed,14318,2
RtrDonetsk,Sladkov_plus,Directed,14323,8
dva_majors,Sladkov_plus,Directed,14377,1
voenkorKotenok,RtrDonetsk,Directed,14393,36
aleksandr_skif,RtrDonetsk,Directed,14401,17
voenacher,RtrDonetsk,Directed,14443,3
RVvoenkor,RtrDonetsk,Directed,14452,3
infantmilitario,RtrDonetsk,Directed,14487,1
rybar,RtrDonetsk,Directed,14508,2
rusich_army,RtrDonetsk,Directed,14517,8
Andrafanaslive,RtrDonetsk,Directed,14580,2
dva_majors,RtrDonetsk,Directed,14584,1
kvmalofeev,RtrDonetsk,Directed,14610,1
tsarkrest,obshina_ru,Directed,14612,152
brussinf,RtrDonetsk,Directed,14626,1
voenkorKotenok,obshina_ru,Directed,14637,24
russia_and_anvil,ordinaryczarizm,Directed,14639,1
adirect,ordinaryczarizm,Directed,14647,1
juchkovsky,ordinaryczarizm,Directed,14650,1
chernaya100kitchen,ordinaryczarizm,Directed,14652,2
juchkovsky,pgubarev,Directed,14662,27
i_strelkov_2023,ordinaryczarizm,Directed,14665,1
Agdchan,kartezianec,Directed,14668,6
adirect,georgy_fedorov,Directed,14692,3
mihailaksel,georgy_fedorov,Directed,14694,2
KRPRus,pgubarev,Directed,14714,22
i_strelkov_2023,georgy_fedorov,Directed,14724,6
interbrigady2022,georgy_fedorov,Directed,14735,5
blackcolonel2020,georgy_fedorov,Directed,14743,3
zhivoff,georgy_fedorov,Directed,14749,1
drugoros_spb,georgy_fedorov,Directed,14754,1
aleksandr_skif,pgubarev,Directed,14765,6
pgubarev,pgubarev,Directed,14769,1
sashakots,pgubarev,Directed,14788,4
chernaya100kitchen,pgubarev,Directed,14798,1
georgy_fedorov,pgubarev,Directed,14807,4
mihailaksel,pgubarev,Directed,14808,1
adirect,pgubarev,Directed,14812,6
i_strelkov_2023,pgubarev,Directed,14814,4
ordinaryczarizm,pgubarev,Directed,14816,11
ghost_of_novorossia,pgubarev,Directed,14818,4
russia_and_anvil,pgubarev,Directed,14820,3
strelkovii,pgubarev,Directed,14830,7
rusjuche,pgubarev,Directed,14831,1
drugoros_spb,pgubarev,Directed,14833,2
beard_tim,pgubarev,Directed,14834,1
vladlentatarsky,obshina_ru,Directed,14835,20
notes_veterans,pgubarev,Directed,14845,2
rusfleet,pgubarev,Directed,14846,1
voenkorKotenok,pgubarev,Directed,14856,6
voenacher,pgubarev,Directed,14858,1
vladlentatarsky,pgubarev,Directed,14859,1
wargonzo,obshina_ru,Directed,14878,10
Andrafanaslive,obshina_ru,Directed,14883,104
grey_zone,obshina_ru,Directed,14884,1
beard_tim,obshina_ru,Directed,14890,1
sashakots,obshina_ru,Directed,14925,7
Alekhin_Telega,obshina_ru,Directed,14961,1
kvmalofeev,obshina_ru,Directed,14964,4
infantmilitario,obshina_ru,Directed,14979,4
rybar,obshina_ru,Directed,14994,15
Sladkov_plus,obshina_ru,Directed,15012,1
o_andrey_tkachev,obshina_ru,Directed,15024,3
RtrDonetsk,obshina_ru,Directed,15099,2
voenacher,obshina_ru,Directed,15127,2
kartezianec,obshina_ru,Directed,15148,10
RVvoenkor,obshina_ru,Directed,15154,4
epoddubny,obshina_ru,Directed,15155,1
obshina_ru,obshina_ru,Directed,15176,11
boriskorchevnikov,obshina_ru,Directed,15204,20
spastv,obshina_ru,Directed,15209,11
zhivoff,obshina_ru,Directed,15243,16
boriskorchevnikov,kartezianec,Directed,15250,17
ordinaryczarizm,obshina_ru,Directed,15270,2
rusich_army,obshina_ru,Directed,15275,1
kartezianec,kartezianec,Directed,15316,19
romagolovanov,obshina_ru,Directed,15337,1
spastv,kartezianec,Directed,15365,22
romagolovanov,kartezianec,Directed,15377,2
Andrafanaslive,kartezianec,Directed,15379,61
obshina_ru,kartezianec,Directed,15406,4
sashakots,kartezianec,Directed,15410,1
vladlentatarsky,kartezianec,Directed,15421,2
aleksandr_skif,kartezianec,Directed,15423,3
zhivoff,kartezianec,Directed,15458,3
Alekhin_Telega,kartezianec,Directed,15461,1
wargonzo,kartezianec,Directed,15466,1
romagolovanov,spastv,Directed,15488,414
Andrafanaslive,spastv,Directed,15497,230
boriskorchevnikov,spastv,Directed,15501,565
vladlentatarsky,spastv,Directed,15505,2
infantmilitario,Rus_imperia,Directed,15533,14
spastv,spastv,Directed,15548,2
kartezianec,spastv,Directed,15553,73
aleksandr_skif,spastv,Directed,15554,13
Andrafanaslive,Rus_imperia,Directed,15565,20
epoddubny,romagolovanov,Directed,15580,30
o_andrey_tkachev,spastv,Directed,15584,14
wargonzo,spastv,Directed,15590,2
rusich_army,spastv,Directed,15600,2
boriskorchevnikov,romagolovanov,Directed,15621,96
obshina_ru,spastv,Directed,15632,23
sashakots,romagolovanov,Directed,15674,230
romagolovanov,tsarkrest,Directed,15694,3
tsarkrest,spastv,Directed,15703,2
RtrDonetsk,romagolovanov,Directed,15734,14
sashakots,spastv,Directed,15799,1
Sladkov_plus,romagolovanov,Directed,15806,9
infantmilitario,romagolovanov,Directed,15854,5
spastv,romagolovanov,Directed,15863,41
romagolovanov,romagolovanov,Directed,15876,3
wargonzo,romagolovanov,Directed,15881,35
kartezianec,romagolovanov,Directed,15908,11
Andrafanaslive,romagolovanov,Directed,15912,37
vladlentatarsky,romagolovanov,Directed,15971,5
voenkorKotenok,romagolovanov,Directed,15988,2
rybar,romagolovanov,Directed,15997,11
RVvoenkor,romagolovanov,Directed,16081,3
aleksandr_skif,romagolovanov,Directed,16093,9
o_andrey_tkachev,romagolovanov,Directed,16104,10
voenacher,romagolovanov,Directed,16105,3
Andrafanaslive,tsarkrest,Directed,16140,33
notes_veterans,romagolovanov,Directed,16189,1
brussinf,romagolovanov,Directed,16202,2
rusich_army,romagolovanov,Directed,16214,4
obshina_ru,romagolovanov,Directed,16222,3
dva_majors,romagolovanov,Directed,16237,2
georgy_fedorov,RDS_Official_channel,Directed,16341,47
Alekhin_Telega,romagolovanov,Directed,16343,2
chernaya100kitchen,RDS_Official_channel,Directed,16348,4
o_andrey_tkachev,kvmalofeev,Directed,16364,2
Agdchan,kvmalofeev,Directed,16371,11
chernaya100kitchen,tsarkrest,Directed,16389,2
drugoros_spb,russia_and_anvil,Directed,16403,4
rus_jansen,tsarkrest,Directed,16412,3
voenkorKotenok,tsarkrest,Directed,16415,47
wargonzo,tsarkrest,Directed,16416,4
kvmalofeev,tsarkrest,Directed,16420,2
sashakots,tsarkrest,Directed,16421,5
molotov_perm,soldat_prav,Directed,16428,2
kartezianec,tsarkrest,Directed,16430,6
strelkovii,tsarkrest,Directed,16446,13
rossia_3,tsarkrest,Directed,16539,1
russia_and_anvil,tsarkrest,Directed,16541,5
rybar,tsarkrest,Directed,16551,2
juchkovsky,Rus_imperia,Directed,16567,13
voenkorKotenok,Rus_imperia,Directed,16582,21
obshina_ru,tsarkrest,Directed,16614,47
tsarkrest,tsarkrest,Directed,16615,27
ordinaryczarizm,tsarkrest,Directed,16619,23
zhivoff,tsarkrest,Directed,16637,11
RVvoenkor,tsarkrest,Directed,16647,4
Rus_imperia,tsarkrest,Directed,16650,7
vladlentatarsky,tsarkrest,Directed,16654,5
o_andrey_tkachev,tsarkrest,Directed,16683,1
RtrDonetsk,tsarkrest,Directed,16684,1
juchkovsky,tsarkrest,Directed,16712,1
ghost_of_novorossia,notes_veterans,Directed,16718,177
ghost_of_novorossia,tsarkrest,Directed,16721,3
notes_veterans,tsarkrest,Directed,16727,1
epoddubny,tsarkrest,Directed,16736,1
voenacher,notes_veterans,Directed,16746,65
Alekhin_Telega,tsarkrest,Directed,16756,2
rybar,vladlentatarsky,Directed,16763,131
Agdchan,tsarkrest,Directed,16778,3
pgubarev,tsarkrest,Directed,16779,3
spastv,tsarkrest,Directed,16792,1
Agdchan,rossia_3,Directed,16808,225
KRPRus,tsarkrest,Directed,16823,1
vladlentatarsky,notes_veterans,Directed,16826,75
i_strelkov_2023,tsarkrest,Directed,16827,10
strelkovii,notes_veterans,Directed,16828,23
epoddubny,notes_veterans,Directed,16835,5
soldat_prav,tsarkrest,Directed,16853,1
notes_veterans,notes_veterans,Directed,16856,131
imperskiylegion1917,tsarkrest,Directed,16886,3
rybar,notes_veterans,Directed,16893,12
notes_veterans,nwindpro,Directed,16925,2
ghost_of_novorossia,nwindpro,Directed,16943,2
interbrigady2022,nwindpro,Directed,16944,1
soldat_prav,nwindpro,Directed,16946,1
Sladkov_plus,notes_veterans,Directed,16975,5
infantmilitario,notes_veterans,Directed,16978,3
beard_tim,notes_veterans,Directed,16980,3
juchkovsky,notes_veterans,Directed,16989,19
sashakots,notes_veterans,Directed,16998,13
chernaya100kitchen,notes_veterans,Directed,17003,1
voenkorKotenok,notes_veterans,Directed,17039,18
grey_zone,notes_veterans,Directed,17048,1
adirect,notes_veterans,Directed,17062,4
rus_jansen,notes_veterans,Directed,17083,3
aleksandr_skif,notes_veterans,Directed,17084,1
zhivoff,notes_veterans,Directed,17088,11
interbrigady2022,notes_veterans,Directed,17093,2
ordinaryczarizm,notes_veterans,Directed,17129,2
RVvoenkor,notes_veterans,Directed,17141,2
brussinf,notes_veterans,Directed,17158,2
comradepelevin,notes_veterans,Directed,17186,1
Agdchan,notes_veterans,Directed,17190,9
dva_majors,notes_veterans,Directed,17213,28
voenkorKotenok,vladlentatarsky,Directed,17219,116
rusich_army,notes_veterans,Directed,17258,1
Alekhin_Telega,notes_veterans,Directed,17261,31
Andrafanaslive,notes_veterans,Directed,17273,1
obshina_ru,notes_veterans,Directed,17278,1
wargonzo,rossia_3,Directed,17300,59
tsarkrest,notes_veterans,Directed,17322,1
soldat_prav,notes_veterans,Directed,17336,3
rybar,rossia_3,Directed,17363,28
vladlentatarsky,rossia_3,Directed,17411,71
Andrafanaslive,rossia_3,Directed,17422,17
rossia_3,rossia_3,Directed,17432,2
voenacher,rossia_3,Directed,17443,13
voenkorKotenok,rossia_3,Directed,17445,46
epoddubny,rossia_3,Directed,17451,8
sashakots,rossia_3,Directed,17460,10
infantmilitario,rossia_3,Directed,17492,3
ordinaryczarizm,rossia_3,Directed,17497,4
romagolovanov,rossia_3,Directed,17521,5
aleksandr_skif,rossia_3,Directed,17526,9
RtrDonetsk,rossia_3,Directed,17528,3
rusfleet,rossia_3,Directed,17542,1
notes_veterans,rossia_3,Directed,17557,6
o_andrey_tkachev,rossia_3,Directed,17573,3
chernaya100kitchen,rossia_3,Directed,17590,1
adirect,rossia_3,Directed,17591,12
RVvoenkor,rossia_3,Directed,17607,3
mihailaksel,rossia_3,Directed,17614,2
obshina_ru,rossia_3,Directed,17636,2
Sladkov_plus,rossia_3,Directed,17640,1
zhivoff,rossia_3,Directed,17643,1
strelkovii,rossia_3,Directed,17649,4
juchkovsky,rossia_3,Directed,17680,1
kvmalofeev,rossia_3,Directed,17686,35
RtrDonetsk,vladlentatarsky,Directed,17690,52
vladlentatarsky,vladlentatarsky,Directed,17701,59
ghost_of_novorossia,rossia_3,Directed,17703,1
rusjuche,rossia_3,Directed,17734,1
rusich_army,rossia_3,Directed,17744,7
zapiskitrad,rossia_3,Directed,17746,30
bunkerdayly,rossia_3,Directed,17766,1
sashakots,vladlentatarsky,Directed,17767,150
spastv,rossia_3,Directed,17768,2
interbrigady2022,rossia_3,Directed,17808,3
kartezianec,rossia_3,Directed,17811,3
voenacher,vladlentatarsky,Directed,17877,208
heartlandfire,rossia_3,Directed,17914,1
inter_manufactory_77,rossia_3,Directed,17918,2
RVvoenkor,russdiary,Directed,17937,2
beard_tim,russdiary,Directed,17958,12
zhivoff,russdiary,Directed,17962,10
o_andrey_tkachev,russdiary,Directed,17986,8
romagolovanov,russdiary,Directed,17993,2
wargonzo,vladlentatarsky,Directed,18032,38
wargonzo,russdiary,Directed,18043,16
Alekhin_Telega,russdiary,Directed,18062,1
sashakots,russdiary,Directed,18066,4
russdiary,russdiary,Directed,18079,2
comradepelevin,russdiary,Directed,18095,7
rybar,russdiary,Directed,18136,1
Agdchan,russdiary,Directed,18167,11
rossia_3,russdiary,Directed,18174,1
brussinf,russdiary,Directed,18177,1
heartlandfire,russdiary,Directed,18178,1
voenkorKotenok,russdiary,Directed,18224,1
strelkovii,vladlentatarsky,Directed,18226,7
Sladkov_plus,vladlentatarsky,Directed,18239,18
chernaya100kitchen,vladlentatarsky,Directed,18243,1
juchkovsky,vladlentatarsky,Directed,18256,25
aleksandr_skif,vladlentatarsky,Directed,18271,78
epoddubny,vladlentatarsky,Directed,18277,11
grey_zone,vladlentatarsky,Directed,18297,3
infantmilitario,vladlentatarsky,Directed,18341,1
notes_veterans,vladlentatarsky,Directed,18344,41
Andrafanaslive,vladlentatarsky,Directed,18364,110
kartezianec,vladlentatarsky,Directed,18410,49
brussinf,vladlentatarsky,Directed,18418,11
ordinaryczarizm,vladlentatarsky,Directed,18476,2
romagolovanov,vladlentatarsky,Directed,18489,4
RVvoenkor,vladlentatarsky,Directed,18496,3
comradepelevin,vladlentatarsky,Directed,18512,1
Agdchan,vladlentatarsky,Directed,18513,3
obshina_ru,vladlentatarsky,Directed,18514,28
boriskorchevnikov,vladlentatarsky,Directed,18526,7
rus_jansen,vladlentatarsky,Directed,18532,2
ghost_of_novorossia,vladlentatarsky,Directed,18535,1
zhivoff,vladlentatarsky,Directed,18542,1
spastv,vladlentatarsky,Directed,18552,15
pgubarev,vladlentatarsky,Directed,18563,1
rusfleet,vladlentatarsky,Directed,18575,1
Alekhin_Telega,vladlentatarsky,Directed,18641,3
Alekhin_Telega,Alekhin_Telega,Directed,18772,17
vladlentatarsky,Rus_imperia,Directed,18841,12
soldat_prav,RDS_Official_channel,Directed,18901,573
spastv,boriskorchevnikov,Directed,18916,194
tsarkrest,Rus_imperia,Directed,18932,167
dva_majors,Alekhin_Telega,Directed,18937,83
strelkovii,Protoinquisitor,Directed,18949,7
sashakots,Alekhin_Telega,Directed,18959,1
epoddubny,Alekhin_Telega,Directed,18960,1
Agdchan,Alekhin_Telega,Directed,18962,1
o_andrey_tkachev,Alekhin_Telega,Directed,18970,1
sashakots,boriskorchevnikov,Directed,18975,2
Rus_imperia,imperskiylegion1917,Directed,18978,18
Sladkov_plus,Rus_imperia,Directed,18980,6
RDS_official_smi,RDS_Official_channel,Directed,18986,126
vladlentatarsky,Alekhin_Telega,Directed,18993,4
zhivoff,Alekhin_Telega,Directed,19005,17
notes_veterans,Alekhin_Telega,Directed,19020,3
rusfleet,russia_and_anvil,Directed,19043,3
RVvoenkor,Alekhin_Telega,Directed,19051,1
ghost_of_novorossia,Alekhin_Telega,Directed,19052,1
blackcolonel2020,RDS_Official_channel,Directed,19066,18
romagolovanov,Alekhin_Telega,Directed,19067,1
i_strelkov_2023,imperskiylegion1917,Directed,19084,2
juchkovsky,imperskiylegion1917,Directed,19086,1
nwindpro,imperskiylegion1917,Directed,19089,1
i_strelkov_2023,Protoinquisitor,Directed,19094,1
i_strelkov_2023,RDS_Official_channel,Directed,19111,98
wargonzo,Rus_imperia,Directed,19115,11
ghost_of_novorossia,RDS_Official_channel,Directed,19127,30
sashakots,Rus_imperia,Directed,19136,26
adirect,Rus_imperia,Directed,19150,1
rybar,Rus_imperia,Directed,19198,12
epoddubny,Rus_imperia,Directed,19199,4
brussinf,Rus_imperia,Directed,19254,8
kvmalofeev,Rus_imperia,Directed,19275,2
kartezianec,Rus_imperia,Directed,19290,2
romagolovanov,Rus_imperia,Directed,19321,4
rusfleet,Rus_imperia,Directed,19328,2
o_andrey_tkachev,Rus_imperia,Directed,19331,3
RtrDonetsk,Rus_imperia,Directed,19359,3
chernaya100kitchen,Rus_imperia,Directed,19432,2
notes_veterans,Rus_imperia,Directed,19465,2
strelkovii,Rus_imperia,Directed,19520,4
Andrafanaslive,boriskorchevnikov,Directed,19547,91
russia_and_anvil,Rus_imperia,Directed,19563,4
ghost_of_novorossia,Rus_imperia,Directed,19582,1
voenacher,Rus_imperia,Directed,19600,1
rus_jansen,Rus_imperia,Directed,19610,1
ordinaryczarizm,Rus_imperia,Directed,19615,26
imperskiylegion1917,Rus_imperia,Directed,19616,99
aleksandr_skif,Rus_imperia,Directed,19617,3
boriskorchevnikov,Rus_imperia,Directed,19634,4
RDS_Official_channel,Rus_imperia,Directed,19673,2
blackcolonel2020,Rus_imperia,Directed,19680,1
i_strelkov_2023,Rus_imperia,Directed,19686,4
zhivoff,Rus_imperia,Directed,19693,2
obshina_ru,Rus_imperia,Directed,19697,2
beard_tim,Rus_imperia,Directed,19704,1
nwindpro,Rus_imperia,Directed,19707,3
der_kultur_kampf,Rus_imperia,Directed,19740,1
spastv,Rus_imperia,Directed,19742,1
epoddubny,boriskorchevnikov,Directed,19747,10
o_andrey_tkachev,boriskorchevnikov,Directed,19748,16
kartezianec,boriskorchevnikov,Directed,19750,18
romagolovanov,boriskorchevnikov,Directed,19751,43
rybar,boriskorchevnikov,Directed,19761,1
RVvoenkor,boriskorchevnikov,Directed,19775,1
aleksandr_skif,boriskorchevnikov,Directed,19788,8
RtrDonetsk,boriskorchevnikov,Directed,19799,2
vladlentatarsky,boriskorchevnikov,Directed,19804,2
interbrigady2022,RDS_Official_channel,Directed,19815,2
dva_majors,RDS_Official_channel,Directed,19825,10
voenkorKotenok,RDS_Official_channel,Directed,19827,6
wargonzo,boriskorchevnikov,Directed,19832,1
obshina_ru,boriskorchevnikov,Directed,19882,8
Protoinquisitor,RDS_Official_channel,Directed,19886,39
russia_and_anvil,RDS_Official_channel,Directed,19892,23
rus_jansen,der_kultur_kampf,Directed,19915,3
der_kultur_kampf,der_kultur_kampf,Directed,19917,2
vladlentatarsky,der_kultur_kampf,Directed,19923,1
russia_and_anvil,der_kultur_kampf,Directed,19946,4
R_Vestovoi,RDS_Official_channel,Directed,19958,33
RDS_Official_channel,RDS_Official_channel,Directed,19969,38
strelkovii,RDS_Official_channel,Directed,19970,17
aleksandr_skif,RDS_Official_channel,Directed,19980,1
Rus_imperia,RDS_Official_channel,Directed,19989,6
adirect,RDS_Official_channel,Directed,19995,4
Agdchan,RDS_Official_channel,Directed,20022,1
rybar,RDS_Official_channel,Directed,20024,7
kartezianec,RDS_Official_channel,Directed,20032,6
zhivoff,RDS_Official_channel,Directed,20037,22
sashakots,RDS_Official_channel,Directed,20078,1
rus_jansen,RDS_Official_channel,Directed,20095,1
o_andrey_tkachev,RDS_Official_channel,Directed,20098,3
Alekhin_Telega,RDS_Official_channel,Directed,20101,16
voenacher,RDS_Official_channel,Directed,20107,1
nwindpro,RDS_Official_channel,Directed,20122,1
Sladkov_plus,RDS_Official_channel,Directed,20156,1
romagolovanov,RDS_Official_channel,Directed,20166,1
chernaya100kitchen,russia_and_anvil,Directed,20197,12
rusjuche,russia_and_anvil,Directed,20212,5
pgubarev,russia_and_anvil,Directed,20216,4
interbrigady2022,russia_and_anvil,Directed,20233,6
infantmilitario,russia_and_anvil,Directed,20240,1
comradepelevin,russia_and_anvil,Directed,20242,10
adirect,russia_and_anvil,Directed,20247,3
ordinaryczarizm,russia_and_anvil,Directed,20249,7
beard_tim,russia_and_anvil,Directed,20262,1
der_kultur_kampf,russia_and_anvil,Directed,20267,6
bunkerdayly,russia_and_anvil,Directed,20271,2
ImashevNB,russia_and_anvil,Directed,20273,2
ghost_of_novorossia,russia_and_anvil,Directed,20291,1
i_strelkov_2023,russia_and_anvil,Directed,20301,10
RDS_Official_channel,russia_and_anvil,Directed,20327,1
Protoinquisitor,russia_and_anvil,Directed,20331,1
mihailaksel,russia_and_anvil,Directed,20347,1
russia_and_anvil,russia_and_anvil,Directed,20360,1
zhivoff,russia_and_anvil,Directed,20361,1
tsarkrest,russia_and_anvil,Directed,20367,1
ghost_of_novorossia,ghost_of_novorossia,Directed,20410,226
dva_majors,russdiary,Directed,20430,1
soldat_prav,bunkerdayly,Directed,20434,1
i_strelkov_2023,bunkerdayly,Directed,20436,1
pgubarev,bunkerdayly,Directed,20437,1
dva_majors,zapiskitrad,Directed,20507,1
voenkorKotenok,zapiskitrad,Directed,20511,1
inter_manufactory_77,soldat_prav,Directed,20546,1
notes_veterans,ghost_of_novorossia,Directed,20547,449
beard_tim,soldat_prav,Directed,20582,1
rusich_army,RDS_official_smi,Directed,20609,1
dva_majors,ghost_of_novorossia,Directed,20667,65
RVvoenkor,ghost_of_novorossia,Directed,20670,13
wargonzo,ghost_of_novorossia,Directed,20672,8
Alekhin_Telega,ghost_of_novorossia,Directed,20678,27
interbrigady2022,ghost_of_novorossia,Directed,20680,51
i_strelkov_2023,ghost_of_novorossia,Directed,20684,54
strelkovii,ghost_of_novorossia,Directed,20704,74
beard_tim,ghost_of_novorossia,Directed,20706,33
soldat_prav,nazbol_sar,Directed,20799,2
ordinaryczarizm,nazbol_sar,Directed,20800,1
i_strelkov_2023,nazbol_sar,Directed,20803,2
uralpartisan,nazbol_sar,Directed,20809,1
inter_manufactory_77,nazbol_sar,Directed,20811,2
blackcolonel2020,adirect,Directed,20829,1
notes_veterans,zverochan,Directed,20841,1
Agdchan,zverochan,Directed,20847,1
zhivoff,rusich_army,Directed,20917,1
RtrDonetsk,Andrafanaslive,Directed,20996,1
RVvoenkor,Andrafanaslive,Directed,21000,1
ImashevNB,chernaya100kitchen,Directed,21048,1
Sladkov_plus,russdiary,Directed,21182,1
rusfleet,Alekhin_Telega,Directed,21204,2
notes_veterans,RDS_Official_channel,Directed,21236,2
voenkorKotenok,ghost_of_novorossia,Directed,21296,19
vladlentatarsky,ghost_of_novorossia,Directed,21300,10
RtrDonetsk,ghost_of_novorossia,Directed,21314,10
sashakots,ghost_of_novorossia,Directed,21322,19
aleksandr_skif,ghost_of_novorossia,Directed,21333,15
Sladkov_plus,ghost_of_novorossia,Directed,21335,6
rybar,ghost_of_novorossia,Directed,21356,10
juchkovsky,ghost_of_novorossia,Directed,21370,1
grey_zone,ghost_of_novorossia,Directed,21403,1
epoddubny,ghost_of_novorossia,Directed,21435,7
voenacher,ghost_of_novorossia,Directed,21446,7
aleksandr_skif,RVvoenkor,Directed,21448,32
adirect,ghost_of_novorossia,Directed,21456,18
rus_jansen,ghost_of_novorossia,Directed,21496,7
rusfleet,ghost_of_novorossia,Directed,21509,9
RDS_Official_channel,ghost_of_novorossia,Directed,21518,5
zhivoff,ghost_of_novorossia,Directed,21529,30
voenacher,RVvoenkor,Directed,21616,3
nbstaroverov,ghost_of_novorossia,Directed,21618,7
pgubarev,ghost_of_novorossia,Directed,21626,3
russia_and_anvil,ghost_of_novorossia,Directed,21646,12
KRPRus,ghost_of_novorossia,Directed,21648,1
drugoros_spb,ghost_of_novorossia,Directed,21649,4
igorvezite,ghost_of_novorossia,Directed,21650,4
blackcolonel2020,ghost_of_novorossia,Directed,21669,1
chernaya100kitchen,ghost_of_novorossia,Directed,21684,1
georgy_fedorov,ghost_of_novorossia,Directed,21685,1
nwindpro,ghost_of_novorossia,Directed,21693,18
soldat_prav,ghost_of_novorossia,Directed,21701,14
mihailaksel,ghost_of_novorossia,Directed,21751,1
RtrDonetsk,RVvoenkor,Directed,21767,4
inter_manufactory_77,ghost_of_novorossia,Directed,21789,1
Sladkov_plus,RVvoenkor,Directed,21793,86
rybar,RVvoenkor,Directed,21799,4
epoddubny,RVvoenkor,Directed,21808,17
wargonzo,RVvoenkor,Directed,21809,2
rusfleet,RVvoenkor,Directed,21813,4
brussinf,RVvoenkor,Directed,21823,1
voenkorKotenok,RVvoenkor,Directed,21863,2
romagolovanov,RVvoenkor,Directed,21890,2
pgubarev,RVvoenkor,Directed,21901,1
RVvoenkor,RVvoenkor,Directed,21917,18
notes_veterans,RVvoenkor,Directed,21950,1
ordinaryczarizm,RVvoenkor,Directed,21979,1
adirect,RVvoenkor,Directed,21985,1
Alekhin_Telega,RVvoenkor,Directed,21987,1